"author","title","post_time","like","hate","article"
"jordanlove","[新聞] 《機智醫生》申鉉彬也確診「跟宋仲基拍","Tue Dec 14 16:17:26 2021","340","73","記者吳睿慈／綜合報導
繼「國民MC」劉在錫13日確診新冠肺炎，《機智醫生生活》演員申鉉彬也確診！據韓媒報導
，申鉉彬14日收到確診診斷，由於她已經打完2劑疫苗，毫無感染狀況，只是她定期都有在P
CR檢查，恰好檢測出陽性判定，公司代為表達，她目前健康狀況無礙、全面取消行程，南韓
藝人現處於大規模感染狀態，人心惶惶。
劉在錫13日確診，他手握多個節目，現已都緊急取消錄製，曾與他接觸的人也自主檢測PCR
、暫時停止活動，所幸稍早他的所屬公司發出聲明，除了劉在錫與柳熙烈以外，其餘工作人
員皆為陰性，目前暫無追加確診人員。另一方面，與劉在錫合作2檔節目的歌手哈哈，為確
保疫情不再擴大，14日先行接受新冠肺炎檢測，所幸結果出爐為陰性，但以防萬一，他原預
計出席廣播節目《兩點出逃Cultwo Show》目前也暫時取消錄製，改由柳敏相緊急上陣。
然而，另外一位演員申鉉彬就沒那麼幸運了，她在跑行程活動以來，都會定期接受PCR檢查
，以防沒發現自己染疫的狀況，沒想到，13日收到與確診者密切接觸的通報，隔日接受檢測
後出現陽性結果，公司14日發出消息，表示她的健康無礙，目前已全面取消行程。值得一提
的是，她目前正在拍攝戲劇《財閥家的小兒子》，出演演員包含宋仲基、李聖旻、趙漢哲等
人，女主角染疫，勢必對戲劇造成影響。
https://star.ettoday.net/news/2146092
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.143.196.97 (臺灣)
"
"chenrita54","[閒聊] 轉型成功！盤點10大「男團出身」演員","Mon Dec 13 15:49:38 2021","476","1","
轉型成功！盤點10大「男團出身」演員：俊昊、朴炯植、珍榮、路雲，歷年作品新戲一次
看
https://tinyurl.com/4sfkrdv5
以下順序並非排名，按照戲劇播出時間排序：
1.玉澤演《黑道律師文森佐》
https://i.imgur.com/4ueabX4.jpg
2.鄭容和《大發不動產》
https://i.imgur.com/ORjCJFh.jpg
3.振永《警察課程》
https://i.imgur.com/3tBKcGq.jpg
4.珍榮《柔美的細胞小將》
https://i.imgur.com/Cqcwksf.jpg
5.始源《酒鬼都市女人們》
https://i.imgur.com/iA3vZqg.jpg
6.路雲《戀慕》
https://i.imgur.com/q0xYAEr.jpg
7.朴炯植《Happiness毒樓》
https://i.imgur.com/vWCuWIt.jpg
8.金曜漢《學校2021》
https://i.imgur.com/PErtt1R.jpg
9.李俊昊《衣袖紅鑲邊》
https://i.imgur.com/ylXVDD6.jpg
10.李準《不可殺》
https://i.imgur.com/zjz7MFy.jpg
最近大家都在討論俊昊演的《衣袖紅鑲邊》
俊昊整個帥出新高度啊
直接被世孫邸下的腹肌攻擊
好幾場內心戲的眼神都把人家電的不要不要的
真心覺得愛豆轉型當演員很不容易
尤其自己原本的打歌練習行程已經很忙了
還要跟著劇組沒日沒夜的拍攝
成功轉型的孩子們真的要給一個大大的Respect
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.231.122.92 (臺灣)
"
"Im22Yo","[閒聊] 轉推次數很高的NCT Shotaro跳舞影片","Sat Dec 11 21:53:14 2021","281","44","轉推次數很高的NCT Shotaro跳舞影片
Shotaro cut
https://twitter.com/i/status/1469623706729476098
NCT U - Universe (Let's Play Ball) 完整舞台
https://youtu.be/eBOiX1RcKGA
來源: theqoo　https://theqoo.net/2272120934
1. 之前碰巧看到Shotaro跳'Make A Wish'的直拍，現在想到偶爾還是會找來看，雖然我
不喜歡那首歌，但他跳舞真的跳得很精準，看他跳舞很有快感
2. NCT都很會跳舞，但他Shotaro特別搶眼，跳得很好
3. 感覺Shotaro跳舞的level不一樣，就算在偶像當中跳得也很突出
4. 真的跳得很好，有種關節都很自由的感覺kkkkkk
5. 我一看完MV就想看Shotaro的直拍了kkkkk 他真的好會跳舞，表情也控制得很好
6. 聽說他以前本來就是舞者，真的跳得很好
7. 長得好可愛，跳舞也很完美呢
8. 好久沒看到Shotaro了，好像又變帥了kkkkkk 他跳舞很厲害，又總是笑笑的，所以我
對他很有好感
9. 不愧是舞者出身，他跳舞的角度和細節處理都不一樣
10. 雖然其他成員的動作也一樣，但是Shotaro的關節看起來更柔軟，跳得很好
11. 就算不是他的part，視線還是會一直被他吸走，真的很會跳，呈現出來的動作也跟大
家不一樣
12. 舞蹈明明很難，但他跳的時候看起來一點都不難kkkkk
13. 超會跳.. 他在center的時候那種穩定感真的不得了
14. 我好像知道所謂的搶奪視線是什麼意思了，雖然NCT都很會跳舞，但他真的特別厲害.
..
15. 在一群都很會跳舞的人當中，他怎麼能夠還是那麼突出呢? 每次看到都覺得很驚訝 k
kk
#NCT #Shotaro
(轉載請註明出處，謝謝~)
cr. 韓網評論翻譯站
https://www.facebook.com/229878154109281/posts/1389052098191875/
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.181.184 (臺灣)
"
"dgitg5266","[閒聊] SEVENTEEN人數比你的朋友還多(綜合韓評)","Thu Dec  9 22:30:07 2021","512","151","原新聞：http://isplus.live.joins.com/news/article/article.asp?total_id=24174428
新聞大意是指SEVENTEEN的成員出席AAA的合照新聞。
韓評（此處綜合韓網的評論，並隨機選幾則進行翻譯）
THEQOO：https://theqoo.net/hot/2261363166
INSTIZ：https://www.instiz.net/pt/7065772
評論：
01.我的朋友比BLACKPINK成員少...
02.記者的標題為什麼攻擊我？？？
03.標題好搞笑kkkkkk
04.我的朋友人數大於SEVENTEEN，小於NCT
05.雖然標題是對的，但是嗚嗚嗚...
06.記者是不是太過分了kkkkk
07.因為是對的所以無法反駁了...
08.是不是有成員缺席呀？
09.我的朋友數？大概只有AKMU那麼多
10.就算是防彈少年團的人數也比我的朋友還要多...
--
翻譯：[email protected]
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.176.65.73 (臺灣)
"
"nccucat","[閒聊] 女團H1-KEY所屬社對於泰國成員的立場文","Wed Dec  8 19:50:24 2021","475","113","前情提要: #1XfluCHd
原標:韓國女子組合出道的泰國獨裁者女兒所屬經紀公司發表立場

大家好，這裡是H1-KEY所屬社GLG(Grandline Group)。
GLG首先對於這次案件相關的受到傷害痛苦的人們致歉，
並且真心的祈願泰國的和平與安寧。
此次在泰國發生的H1-KEY成員Sitala與已成為故人的她父親相關爭議，
必須考慮到泰國的歷史與政治、經濟結構、社會性脈絡等多種方面，
是我們在充分了解情況到應對所要非常謹慎的部分。
GLG從了解各位泰國人民的擔心與叮囑的那時起，到寫成這篇立場文的這一刻，
我們觀察了已成故人的Sitala父親的過去事蹟和給予當時曾是未成年人的Sitala造成的
影響，以及目前還在成長中的Sitala，
結論是GLG認為不能用已故父親的事蹟等為理由給Sitala帶來損害。
我們認為，在沒有特殊情況下，讓Sitala承擔超出自身責任範圍的行為是很過分的處理
方式。
據此成員將不會有更動。
另外Sitala選擇本人的爸爸當作楷模是想到他既是作為一家之主，
也是長時間作為演員和導演活動的藝術家而選擇，
明確地表示並沒有考慮父親的政治行為。
現在Sitala在祖國內部引起巨大爭議，對現狀深感痛心，正在反思自己。
並且以此次事件為契機，更加準確地正視了泰國的現實。
我們眼中的Sitala是非常有禮貌且誠實的人，
為自己的祖國泰國感到自豪，真心愛惜和愛護泰國的文化和歷史遺產以及泰國人民。
本人的成功目標之一是提高泰國的國家威信，
給泰國國民哪怕是一點點溫暖，
為了實現夢想，在陌生的他鄉，一直堅定不懈努力的朋友。
為了不辜負她的努力，
以及能夠以任何方式報答Sitala喜愛的泰國
還請多多支持，用溫暖的視線看待她。
GLG也將以此次事件為契機，約定將會更留心注意國內外粉絲們的喜愛與擔憂。
再一次為了泰國的和平與安寧祈福。
GLG(Grandline Group)敬上
──────────────
摘要:尊敬爸爸是以藝術家而尊敬，在我們看來是好孩子，她非常喜愛泰國，請給予理解
。
然後因為這件事安靜的泰國反應非常地凶狠。
(順便說泰國民主主義運動正在被警察&軍人用暴力壓制，僅昨天就有36人被王室警察逮捕
並拘留中)

評論:
339.是受到那成員家裡投資製作的組合嗎?如果不是這樣，為什麼非要擁抱在本國挨罵，
在韓國也不受歡迎，在哪都不能吸引人的還沒出道的外國練習生呢?
346.哈 做了最愚蠢的選擇呢
348.kkk大發...那團的成員們真可憐
359.但是老實說也沒有讓她退出的理由，我們國家也沒什麼話好說..只是覬覦泰國和東南
亞市場幾乎是不可能的，也沒有理由非要加入她
374.再怎麼有能力，情況都這樣了居然還要出道...
快點收手對其他成員也好，出道之後再次爆發的話可能更承擔不起...
384.哇出道組其他孩子有什麼罪啊
402.在民主主義的國家讓那種人出道 真是衝擊
409.全斗煥也是好父親吧
韓國有過無數次犧牲才勉強實現民主化的歷史，這樣可不行啊。
438.不愧是獨裁者的女兒當過總統的國家..她很善良
(指韓國前總統朴正熙，女兒朴瑾惠)

https://theqoo.net/square/2267956570#top
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.165.40.68 (臺灣)
"
"on2","[新聞] 李瑞鎮半百驚現「地中海禿頭」","Tue Dec  7 17:58:14 2021","44","182","李瑞鎮半百驚現「地中海禿頭」　出道22年首戰搞笑劇
50歲韓國男星李瑞鎮保養得宜，曾在古裝劇《李祘》飾演朝鮮王正祖，被外國人封為「朝
鮮最帥的王」。他最近改變戲路，出道22年首度挑戰搞笑醫療劇，接演韓國OTT平台TVING
的《內科朴院長》，飾演負債累累的醫生。該劇今公開首波海報，李瑞鎮一改帥氣形象，
頂著地中海禿頭，神還原網漫原著角色，讓觀眾眼睛為之一亮。
《內科朴院長》改編自擁有400萬點擊量的同名網路漫畫，李瑞鎮擔綱的朴院長經歷3次考
試，好不容易從醫學院畢業，以為就此飛黃騰達，沒想到貸款開醫院後，病人寥寥無幾，
他在醫術與商術之間天人交戰，是部關於逃出負債的生存記；羅美蘭扮演朴院長的老婆，
是房地產主的女兒，自稱是賢內助女王，比起當醫生的老公，更相信電視裡的醫生。
該劇預計明年1月播出，今公開首波海報，李瑞鎮宛如從漫畫中走出來，神複製原著角色
因為醫院負債，頭髮漸漸掉光的地中海禿頭，後方還有光芒襯托，寫下「發光的醫生，負
債的人生」等文字，暗示朴院長的前途。平時給人傲嬌、刀子嘴豆腐心形象的李瑞鎮，《
朴院長》中180度大轉變，禿頭海報一公開後，立刻引起網友討論，迫不及待看他搞笑演
出，直呼「隱約很適合這個髮型」、「還是很帥」。（陳薇安／綜合報導）
https://tw.appledaily.com/entertainment/20211207/TQIUHLQTUVHSXOUMCPCH5FBNL4/
美大哥壞掉
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.242.158.52 (臺灣)
"
"mon60819","[情報] YouTube韓國十大熱門影片、MV","Mon Dec  6 17:52:58 2021","266","168","※公開2021年(韓國)國內使用者最關注的人氣影片、MV以及創作者們!
TOP10 最高人氣影片
1. IU的Killing Voice LIVE
https://youtu.be/wDfqXR_5yyQ
2. 踩到大便了 MV Full ver.
https://youtu.be/s9d44ikc02k
3. 什麼都問的智孝.. (feat. 來魔女食堂吧)
https://youtu.be/83InZHaHrTg
4. Lilka...zerotwo
https://youtu.be/wUk3xcv6YpI
5. 堅持的話一天3500萬韓元，你能堅持住嗎? Money Game EP1
https://youtu.be/1CxGRz9hRk4
6. 李俸源的炒碼麵餐廳! 全吃完的話一輩子免費? 挑戰吃播
https://youtu.be/7RPGcG-AnCw
7. 最近女高中生都唱什麼歌呢?哈 (Feat.李英賢) | ODG
https://youtu.be/XuUu4gXQcaA
8. [玩什麼好呢? 後公開] SG Wannabe歌唱合輯
https://youtu.be/wgbr7exUnzE
9. 山友會大叔們唱的Justin Bieber - Peaches
https://youtu.be/t7w3k3pjZY4
10. 樂透頭獎得主去了農協之後...""請說出密碼""
https://youtu.be/Cz1Iw2sTOCc
--
TOP10 最高人氣Music Video
1. 林英雄 - 星光般的我的愛啊
https://youtu.be/oQW9lY1ZAJA
2. BTS(防彈少年團) - Butter
https://youtu.be/WMweEpGlu_U
3. IU - Celebrity
https://youtu.be/0-q1KafFCLU
4. BTS(防彈少年團) - Permission to Dance
https://youtu.be/CuklIb9d3fI
5. IU - LILAC
https://youtu.be/v7bnOxV4jAc
6. aespa - Next Level
https://youtu.be/4TWR90KJl84
7. ROSÉ- On The Ground
https://youtu.be/CKZvWhCqx1s
8. Brave Girls - Chi Mat Ba Ram
https://youtu.be/e70PkoJhQYM
9. OH MY GIRL - Dun Dun Dance
https://youtu.be/HzOjwL7IP_o
10. TWICE - Alcohol-Free
https://youtu.be/XA2YEHn-A8Q
cr.
https://youtube-kr.googleblog.com/2021/12/youtube-2021.html
創作者很多都不是線上藝人，所以就不列出來，請到網頁自己查看
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.163.207.150 (臺灣)
"
"HarunaOno","[閒聊] 裴斗娜 長髮造型VS短髮造型","Sun Dec  5 09:43:49 2021","248","113","
長髮造型
https://i.imgur.com/DyLebaz.jpg
https://i.imgur.com/i2RJXCc.jpg
https://i.imgur.com/P7TvKhh.jpg
https://i.imgur.com/ijJzGAk.jpg
https://i.imgur.com/Hb18g3k.jpg
http://i.imgur.com/IdD9JnN.jpg
短髮造型
https://i.imgur.com/E1CFlq6.jpg
https://i.imgur.com/PqGoSkI.jpg
https://i.imgur.com/rbA6gpj.jpg
https://i.imgur.com/q1AgMss.jpg
https://i.imgur.com/tOwxAO9.jpg
http://i.imgur.com/da4QrR9.jpg
版友覺得裴斗娜長髮造型比較好看
還是短髮造型比較好看呢
投短髮一票
秘密森林1當中的短髮造型特別好看
不知道各位覺得如何呢？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.12.233 (臺灣)
"
"chenrita54","[新聞] 《地獄公使》女律師金賢珠撞臉「孫藝珍」","Fri Dec  3 16:17:47 2021","150","32","打破《魷魚遊戲》Netflix奪冠紀錄！《地獄公使》 女律師撞臉「孫藝珍」，還是男神蘇
志燮唯一認證的女友
媒體名稱：Yahoo時尚美妝
新聞連結：:https://tinyurl.com/2p95nk57
新聞全文：
Netflix韓劇《地獄公使》推出後就在網路掀起超高討論度，更打破《魷魚遊戲》紀錄，
上架後立刻拿下全球節目類第一名寶座(比《魷魚遊戲》更快一週)！本劇改編自延尚昊與
崔圭石的同名網路漫畫作品《地獄》，並由劉亞仁、金賢珠、朴正民、元真兒、梁益準等
人主演。劇情描述群眾親眼目睹在首爾市中心出現三個不可思議的巨大「地獄公使」，進
而發生了把人活生生打入地獄的「演示」 超自然現象，因此原本平凡的世界在一夕之間
陷入了無法控制的混亂之中。
https://i.imgur.com/RIKh1J8.png
在劇中飾演閔惠珍律師的實力派演員金賢珠，有許多台灣觀眾發現清新的氣質與神韻有點
神似《愛的迫降》女神孫藝珍，其實金賢珠出道時就已經被韓媒封為「小孫藝珍」，一樣
都是非常有氣質又自然的實力派女星！
金賢珠在2002年與蘇志燮一同拍攝的《玻璃鞋》，因戲結緣的他們也成為一對甜蜜戀人，
更成為蘇志燮婚前唯一認證過的女友，這場戀愛談了14年，雙方感情也很好，但兩人的戀
情始終得不到家人的認可最後只能走上分手一途，而蘇志燮之後也與小17歲的韓國主播趙
恩靜結婚。
https://i.imgur.com/RkpbDxy.jpg
而現年44歲的金賢珠因為白皙、超凍齡膚況讓粉絲們非常好奇金賢珠的保養方式為何？金
賢珠的保養方式其實也非常簡單，她曾表示自己很注重保濕，不管室內還是室外的工作都
會帶著保濕噴霧，隨時隨地替肌膚補充水份，不會讓皮膚乾乾的。
除了保濕之外，金賢珠也很重視抗老保養，選用具有抗皺效果的保養品搭配固定擦眼霜，
這樣比較不容易出現小細紋。
https://i.imgur.com/2CrOld1.jpg
另外就是「每天擦防曬」，女明星為了要上鏡頭好看，都會努力維持無暇膚況，金賢珠就
堅持每天擦防曬、美白保養品。
金賢珠為避免肌膚受太多刺激，會選用較溫和的洗臉產品洗臉，重點就是別讓泡泡在臉上
停留太久，搓出泡泡後做簡單的按摩就徹底沖洗乾淨，太大力按摩或者接觸泡沫太久都容
易造成敏感、刺激。
最後一招就是「用紅酒濕敷」，取代化妝水，拿化妝棉沾溼紅酒就往臉上敷，金賢珠一週
會敷兩次，當然如果皮膚是敏感肌就不建議嘗試紅酒濕敷法。
https://i.imgur.com/0ux9CDF.jpg
心得或評論：
看《地獄公使》查演員才發現原來《玻璃鞋》是她演的
真的覺得金賢珠演技好厲害 好喜歡她
而且也看不出來已經44歲了
真心期待她未來的作品~
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.231.123.20 (臺灣)
"
"fungzi1114","[情報] ITZY禮志因腰傷不參與AAA頒獎典禮","Thu Dec  2 15:24:32 2021","242","191","
大家好，這裡是JYPE。
因為ITZY禮志在「2021 Asia Artist Awards」事前錄制舞台的途中腰部受傷，將無法參
與今天的頒獎典禮。
根據醫生的診斷，目前需要盡量減少運動並維持狀況穩定，為了將藝人健康放在第一位，
敬請見諒本公司必須做出不參與的決定。
本公司將盡全力幫助藝人盡快恢復。
謝謝大家。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.45.102.65 (臺灣)
"
"Master5566","[閒聊] 宋慧喬 & 全智賢單集片酬幾乎達韓幣2億","Wed Dec  1 14:49:51 2021","297","23","
宋慧喬 & 全智賢單集片酬幾乎達韓幣2億
https://img.theqoo.net/img/PEsCB.jpg
新聞節錄：
宋慧喬在2018年播出的tvN電視劇《男朋友》的每集片酬已經超過1億韓元。
前作《太陽的後裔》的影響也很大，不僅在國內，在海外也獲得了爆炸性的人氣，
當時作爲國內電視劇以最高價出售海外版權而成爲話題。
全智賢2013年出演SBS《來自星星的你》時每集片酬爲1億韓元。 飾演目中無人的
頂級明星千頌伊，掀起韓流熱潮的他2016年出演《藍色大海的傳說》時每集片酬
超過1億韓元。 在衆多廣告中也能見到的全智賢也被稱爲「行走的中小企業」。
兩位擁有堅實的粉絲圈，以及容易進軍海外的優勢，目前身價正不斷提升至接近2億。

韓網熱門留言：
1.因為是業界的 TOP 這種程度還說得過去
2.跟名字的名氣比起來 感覺也不算多
3.收了這麼多 演技不能稍微有點成長嗎？
4.全智賢的氛圍跟演技都太好了
5.全智賢是認證啦……但宋慧喬？跟機器人一樣的語氣？？
6.兩個人收這個程度差不多吧？ 不然還有誰能收這麼多？
7.不要再只是提升演員的身價了… 照顧一下工作人員可以嗎
8.應該都是為了海外粉絲才給這麼多錢吧 雖然演技無法認同 但是人氣真的無法說什麼
9.男演員又是這個的好幾倍 …
10.工作人員都累得要死 結果有些人就是拍一集就把大公司的年薪賺下來了

來源：https://theqoo.net/2258124367
https://tinyurl.com/2p8f2sj5
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.228.69.4 (臺灣)
"
